_id,creation_date,id,post_id,score,user_id
614ca7946378ff93c07f8141,2008-08-06T14:01:18.410Z,24798418,3408,0,91
614ca7946378ff93c07f8142,2013-05-01T07:32:42.987Z,23360007,16313788,1,91
614ca7946378ff93c07f8143,2014-01-11T05:27:58.447Z,31665994,21058836,0,91
614ca7946378ff93c07f8144,2014-01-11T05:42:26.083Z,31666123,21058836,0,91
614ca7946378ff93c07f8145,2014-02-04T03:08:38.327Z,32531766,21542144,0,91
614ca7946378ff93c07f8146,2014-02-04T03:43:18.877Z,32532183,21542467,0,91
614ca7946378ff93c07f8147,2014-02-04T03:54:35.833Z,32532341,21542467,0,91
614ca7946378ff93c07f8148,2014-02-04T05:54:40.523Z,32535412,21542144,0,91
614ca7946378ff93c07f8149,2013-12-28T21:10:19.650Z,31219064,20812385,1,91
614ca7946378ff93c07f814a,2018-07-17T19:10:38.180Z,89749237,51385314,0,91
614ca7946378ff93c07f814b,2018-07-20T05:09:48.690Z,89840863,51385314,0,91
614ca7946378ff93c07f814c,2018-07-16T18:22:58.033Z,89708320,51367715,1,91
614ca7946378ff93c07f814d,2018-06-11T14:46:38.850Z,88606760,1306080,2,91
614ca7946378ff93c07f814e,2018-07-16T18:10:03.530Z,89707965,51367715,2,91
614ca7946378ff93c07f814f,2018-07-16T18:11:03.273Z,89707992,51367715,2,91
614ca7946378ff93c07f8150,2018-07-16T18:15:03.690Z,89708096,51367715,2,91
614ca7946378ff93c07f8151,2016-08-10T21:18:31.083Z,65128299,1180870,5,91
614ca7946378ff93c07f8152,2016-08-19T05:45:36.460Z,65413607,39031739,0,91
614ca7946378ff93c07f8153,2016-09-05T05:39:08.947Z,65980667,2159584,1,91
614ca7946378ff93c07f8154,2016-09-20T20:00:21.283Z,66514075,39602234,1,91
614ca7946378ff93c07f8155,2013-07-07T23:23:37.887Z,25470479,17517360,13,91
614ca7946378ff93c07f8156,2013-06-26T21:44:12.883Z,25141077,17330971,0,91
614ca7946378ff93c07f8157,2013-06-27T08:01:55.457Z,25152609,17337521,0,91
614ca7946378ff93c07f8158,2013-06-27T08:02:28.223Z,25152623,17337452,0,91
614ca7946378ff93c07f8159,2013-08-02T03:44:25.147Z,26335432,18008256,0,91
614ca7946378ff93c07f815a,2013-08-02T07:26:43.347Z,26339678,18008256,0,91
614ca7946378ff93c07f815b,2013-08-20T07:10:48.140Z,26901399,18328208,0,91
614ca7946378ff93c07f815c,2013-06-27T08:05:23.220Z,25152699,17337452,1,91
614ca7946378ff93c07f815d,2013-06-28T01:15:51.153Z,25185042,17355043,1,91
614ca7946378ff93c07f815e,2013-06-27T08:04:48.110Z,25152681,17337521,3,91
614ca7946378ff93c07f815f,2017-11-07T19:15:31.993Z,81281302,47165695,0,91
614ca7946378ff93c07f8160,2017-11-07T19:21:07.510Z,81281478,47165695,0,91
614ca7946378ff93c07f8161,2017-11-20T19:54:08.683Z,81753390,47399591,0,91
614ca7946378ff93c07f8162,2017-11-21T05:47:19.827Z,81765462,47403017,0,91
614ca7946378ff93c07f8163,2017-11-21T19:15:52.113Z,81796122,47403017,0,91
614ca7946378ff93c07f8164,2014-02-16T21:29:39.937Z,33017246,21815941,0,91
614ca7946378ff93c07f8165,2014-02-21T18:57:58.297Z,33241137,21942709,0,91
614ca7946378ff93c07f8166,2014-02-24T04:19:38.717Z,33305891,21978691,0,91
614ca7946378ff93c07f8167,2014-02-26T04:02:01.367Z,33399805,22031325,0,91
614ca7946378ff93c07f8168,2014-03-20T04:29:36.290Z,34273218,22523295,0,91
614ca7946378ff93c07f8169,2014-02-05T06:06:13.177Z,32580453,21569373,1,91
614ca7946378ff93c07f816a,2014-02-24T04:27:17.860Z,33306007,21978691,1,91
614ca7946378ff93c07f816b,2014-02-26T03:25:39.073Z,33399230,22031055,1,91
614ca7946378ff93c07f816c,2014-02-21T18:54:23.423Z,33240994,21942709,2,91
614ca7946378ff93c07f816d,2014-02-27T03:02:24.883Z,33447328,756010,2,91
614ca7946378ff93c07f816e,2014-03-08T09:01:24.720Z,33823188,22267227,2,91
614ca7946378ff93c07f816f,2014-02-27T03:50:57.057Z,33448196,22058570,3,91
614ca7946378ff93c07f8170,2012-02-20T09:28:30.120Z,11816504,1921984,11,91
614ca7946378ff93c07f8171,2012-01-26T15:40:06.950Z,11310882,9008515,0,91
614ca7946378ff93c07f8172,2012-01-31T17:20:22.160Z,11405609,9082912,0,91
614ca7946378ff93c07f8173,2008-08-14T08:19:36.467Z,11828277,10798,0,91
614ca7946378ff93c07f8174,2012-02-25T02:30:02.157Z,11939630,9440546,0,91
614ca7946378ff93c07f8175,2012-03-03T00:30:37.697Z,12091580,9541767,0,91
614ca7946378ff93c07f8176,2012-03-07T19:14:57.913Z,12188820,9607132,0,91
614ca7946378ff93c07f8177,2012-03-12T17:29:20.520Z,12285538,47994,0,91
614ca7946378ff93c07f8178,2012-03-12T22:10:15.277Z,12291392,47994,0,91
614ca7946378ff93c07f8179,2012-01-31T03:45:49.470Z,11390985,9062170,1,91
614ca7946378ff93c07f817a,2012-02-22T21:40:58.143Z,11882964,9403477,1,91
614ca7946378ff93c07f817b,2012-02-27T21:09:13.850Z,11986618,9471412,1,91
614ca7946378ff93c07f817c,2012-03-03T11:26:35.467Z,12096572,9545619,1,91
614ca7946378ff93c07f817d,2012-03-05T17:27:28.997Z,12134513,9545619,1,91
614ca7946378ff93c07f817e,2012-02-15T23:12:20.290Z,11733967,9302642,2,91
614ca7946378ff93c07f817f,2012-02-08T18:03:04.237Z,11577120,9195551,3,91
614ca7946378ff93c07f8180,2012-03-01T23:07:57.120Z,12066875,9521676,3,91
614ca7946378ff93c07f8181,2012-03-12T19:25:29.327Z,12288077,9673436,4,91
614ca7946378ff93c07f8182,2014-06-18T23:05:09.123Z,37546044,24295653,0,91
614ca7946378ff93c07f8183,2014-06-19T00:11:31.837Z,37547017,24295653,0,91
614ca7946378ff93c07f8184,2014-06-19T00:23:38.627Z,37547186,24295653,0,91
614ca7946378ff93c07f8185,2014-06-19T00:25:54.513Z,37547227,24295653,0,91
614ca7946378ff93c07f8186,2014-06-19T00:43:03.550Z,37547444,24296953,0,91
614ca7946378ff93c07f8187,2014-06-19T01:18:20.567Z,37547837,24295653,0,91
614ca7946378ff93c07f8188,2014-06-20T02:11:43.573Z,37588704,24295653,0,91
614ca7946378ff93c07f8189,2014-06-20T02:13:16.970Z,37588718,24305740,0,91
614ca7946378ff93c07f818a,2014-06-20T03:57:29.623Z,37589935,24305740,0,91
614ca7946378ff93c07f818b,2014-06-19T00:30:37.120Z,37547280,24296953,4,91
614ca7946378ff93c07f818c,2012-07-17T19:48:24.050Z,15241580,11521528,0,91
614ca7946378ff93c07f818d,2012-07-20T06:00:54.147Z,15311879,11521528,0,91
614ca7946378ff93c07f818e,2012-07-22T07:47:48.090Z,15351856,11595781,0,91
614ca7946378ff93c07f818f,2012-07-23T15:28:18.837Z,15379550,11615591,0,91
614ca7946378ff93c07f8190,2012-06-14T12:20:54.183Z,14426621,47994,1,91
614ca7946378ff93c07f8191,2012-07-22T07:41:27.203Z,15351804,337301,1,91
614ca7946378ff93c07f8192,2012-07-26T18:18:53.157Z,15476847,11675515,1,91
614ca7946378ff93c07f8193,2012-06-04T18:21:45.770Z,14188629,10886131,4,91
614ca7946378ff93c07f8194,2017-03-21T07:33:32.250Z,72939495,42920622,9,91
614ca7946378ff93c07f8195,2017-03-21T07:36:15.390Z,72939585,42920712,7,91
614ca7946378ff93c07f8196,2017-03-21T07:58:53.730Z,72940272,42920712,4,91
614ca7946378ff93c07f8197,2017-03-24T17:04:10.737Z,73099959,42999194,0,91
614ca7946378ff93c07f8198,2017-03-29T20:01:42.137Z,73287784,42999194,0,91
614ca7946378ff93c07f8199,2017-04-13T21:46:36.050Z,73864966,43402064,1,91
614ca7946378ff93c07f819a,2017-03-14T23:55:09.277Z,72711961,42798650,2,91
614ca7946378ff93c07f819b,2012-03-23T16:37:24.660Z,12543982,9841562,5,91
614ca7946378ff93c07f819c,2012-03-27T22:36:02.437Z,12628706,9898611,5,91
614ca7946378ff93c07f819d,2012-03-19T17:54:41.717Z,12441372,9775143,0,91
614ca7946378ff93c07f819e,2012-03-28T16:14:25.830Z,12647361,642282,0,91
614ca7946378ff93c07f819f,2012-04-02T07:32:34.263Z,12740610,9775143,0,91
614ca7946378ff93c07f81a0,2012-04-15T09:35:41.593Z,13033871,10160093,0,91
614ca7946378ff93c07f81a1,2012-04-17T19:24:07.777Z,13093144,10197472,0,91
614ca7946378ff93c07f81a2,2012-04-17T21:31:30.883Z,13096263,10095396,0,91
614ca7946378ff93c07f81a3,2012-04-19T01:20:47.490Z,13128824,10220340,0,91
614ca7946378ff93c07f81a4,2012-04-23T16:46:26.257Z,13230958,10254645,0,91
614ca7946378ff93c07f81a5,2012-04-24T17:32:17.263Z,13259381,4908161,0,91
614ca7946378ff93c07f81a6,2012-05-01T23:31:20.790Z,13423479,10405583,0,91
614ca7946378ff93c07f81a7,2012-05-02T00:59:20.200Z,13424564,10406390,0,91
614ca7946378ff93c07f81a8,2012-05-02T01:27:09.283Z,13424874,10406390,0,91
614ca7946378ff93c07f81a9,2012-05-02T21:02:12.400Z,13447988,10421208,0,91
614ca7946378ff93c07f81aa,2012-05-04T01:31:29.623Z,13479876,10441459,0,91
614ca7946378ff93c07f81ab,2012-05-04T14:32:41.550Z,13493626,260,0,91
614ca7946378ff93c07f81ac,2008-08-01T19:52:09.500Z,13770969,166,0,91
614ca7946378ff93c07f81ad,2012-05-17T23:09:01.137Z,13801301,9776144,0,91
614ca7946378ff93c07f81ae,2012-05-29T21:42:47.150Z,14062811,10807059,0,91
614ca7946378ff93c07f81af,2012-03-28T23:27:54.020Z,12656485,9909927,1,91
614ca7946378ff93c07f81b0,2012-03-30T08:56:29.927Z,12690339,9939701,1,91
614ca7946378ff93c07f81b1,2012-03-30T20:33:18.603Z,12705782,9949995,1,91
614ca7946378ff93c07f81b2,2012-05-02T01:01:30.870Z,13424594,10406355,1,91
614ca7946378ff93c07f81b3,2012-05-02T01:28:04.523Z,13424883,10406390,1,91
614ca7946378ff93c07f81b4,2012-05-04T01:21:02.683Z,13479797,10441478,1,91
614ca7946378ff93c07f81b5,2012-03-30T08:57:11.177Z,12690359,9939701,3,91
614ca7946378ff93c07f81b6,2011-06-03T22:40:44.073Z,7263628,6233329,7,91
614ca7946378ff93c07f81b7,2011-06-25T03:19:55.520Z,7610119,6472130,7,91
614ca7946378ff93c07f81b8,2011-07-19T17:34:51.640Z,8002954,6750591,47,91
614ca7946378ff93c07f81b9,2011-08-04T22:57:58.653Z,8284311,6949554,10,91
614ca7946378ff93c07f81ba,2011-08-24T00:20:49.850Z,8604371,7168995,6,91
614ca7946378ff93c07f81bb,2011-05-25T00:10:21.773Z,7097695,1136343,0,91
614ca7946378ff93c07f81bc,2011-05-25T15:42:34.717Z,7109682,6121236,0,91
614ca7946378ff93c07f81bd,2011-05-27T17:24:14.117Z,7150544,5736152,0,91
614ca7946378ff93c07f81be,2011-06-01T22:37:14.663Z,7227516,6206132,0,91
614ca7946378ff93c07f81bf,2011-06-03T21:26:23.253Z,7262815,6232766,0,91
614ca7946378ff93c07f81c0,2011-06-03T22:57:32.637Z,7263772,6233329,0,91
614ca7946378ff93c07f81c1,2011-06-05T23:38:19.817Z,7283527,3621291,0,91
614ca7946378ff93c07f81c2,2011-06-06T04:15:35.143Z,7285118,6247686,0,91
614ca7946378ff93c07f81c3,2011-06-06T04:18:22.943Z,7285139,6202484,0,91
614ca7946378ff93c07f81c4,2011-06-08T16:15:45.860Z,7333425,308147,0,91
614ca7946378ff93c07f81c5,2011-06-14T02:25:07.333Z,7415202,6337958,0,91
614ca7946378ff93c07f81c6,2011-06-14T17:57:05.203Z,7427972,6341737,0,91
614ca7946378ff93c07f81c7,2011-06-15T05:07:25.680Z,7435643,6353204,0,91
614ca7946378ff93c07f81c8,2011-06-17T17:11:30.740Z,7486855,6388191,0,91
614ca7946378ff93c07f81c9,2011-06-23T06:21:53.343Z,7574141,6449850,0,91
614ca7946378ff93c07f81ca,2011-06-23T06:26:32.970Z,7574202,6449850,0,91
614ca7946378ff93c07f81cb,2011-06-25T00:16:45.700Z,7609204,6474927,0,91
614ca7946378ff93c07f81cc,2011-06-27T04:47:35.933Z,7629271,6488641,0,91
614ca7946378ff93c07f81cd,2011-06-27T22:09:28.727Z,7644969,201393,0,91
614ca7946378ff93c07f81ce,2011-06-28T01:02:21.030Z,7646639,6500512,0,91
614ca7946378ff93c07f81cf,2011-06-28T23:44:56.100Z,7666307,6514165,0,91
614ca7946378ff93c07f81d0,2011-07-05T17:59:01.183Z,7769179,2434676,0,91
614ca7946378ff93c07f81d1,2011-07-06T09:47:55.017Z,7779658,6593547,0,91
614ca7946378ff93c07f81d2,2011-07-07T17:23:01.247Z,7807558,6612361,0,91
614ca7946378ff93c07f81d3,2011-07-09T08:13:34.917Z,7835383,6605943,0,91
614ca7946378ff93c07f81d4,2011-07-10T07:09:01.283Z,7844183,6639743,0,91
614ca7946378ff93c07f81d5,2011-07-11T20:55:13.887Z,7867957,6618661,0,91
614ca7946378ff93c07f81d6,2011-07-11T21:04:58.200Z,7868136,6618661,0,91
614ca7946378ff93c07f81d7,2011-07-11T21:06:05.500Z,7868159,6618661,0,91
614ca7946378ff93c07f81d8,2011-07-11T21:08:49.153Z,7868196,6618661,0,91
614ca7946378ff93c07f81d9,2011-07-12T01:33:58.550Z,7871082,6658512,0,91
614ca7946378ff93c07f81da,2011-07-13T02:51:21.597Z,7892365,6673466,0,91
614ca7946378ff93c07f81db,2011-07-13T22:05:03.360Z,7910395,6685873,0,91
614ca7946378ff93c07f81dc,2011-07-14T00:16:33.030Z,7911707,6685873,0,91
614ca7946378ff93c07f81dd,2011-07-15T02:24:14.253Z,7932803,6702044,0,91
614ca7946378ff93c07f81de,2011-07-15T17:20:07.127Z,7944991,6710151,0,91
614ca7946378ff93c07f81df,2011-07-18T20:44:19.777Z,7986084,6738564,0,91
614ca7946378ff93c07f81e0,2011-07-18T21:22:18.883Z,7986729,6738846,0,91
614ca7946378ff93c07f81e1,2011-07-18T21:53:59.543Z,7987155,6738564,0,91
614ca7946378ff93c07f81e2,2011-07-19T02:42:43.040Z,7989502,6741692,0,91
614ca7946378ff93c07f81e3,2011-07-21T18:29:21.520Z,8044931,6780846,0,91
614ca7946378ff93c07f81e4,2011-07-21T19:22:34.203Z,8045880,6781516,0,91
614ca7946378ff93c07f81e5,2011-07-21T19:23:37.043Z,8045901,6781538,0,91
614ca7946378ff93c07f81e6,2011-07-21T20:10:21.877Z,8046711,6781655,0,91
614ca7946378ff93c07f81e7,2011-07-21T20:10:27.213Z,8046714,6782066,0,91
614ca7946378ff93c07f81e8,2011-07-21T20:10:36.170Z,8046718,6781528,0,91
614ca7946378ff93c07f81e9,2011-07-21T20:24:27.653Z,8046996,6781655,0,91
614ca7946378ff93c07f81ea,2011-07-21T21:32:18.517Z,8048135,6781655,0,91
614ca7946378ff93c07f81eb,2011-07-21T21:34:03.667Z,8048174,6781655,0,91
614ca7946378ff93c07f81ec,2011-07-24T02:43:00.217Z,8079422,6804614,0,91
614ca7946378ff93c07f81ed,2011-07-24T03:42:22.533Z,8079689,6804603,0,91
614ca7946378ff93c07f81ee,2011-07-24T03:43:34.563Z,8079693,6804603,0,91
614ca7946378ff93c07f81ef,2011-07-24T09:03:26.047Z,8081297,6792727,0,91
614ca7946378ff93c07f81f0,2011-07-27T02:16:31.457Z,8128443,1394,0,91
614ca7946378ff93c07f81f1,2011-07-30T18:27:57.750Z,8194277,6885082,0,91
614ca7946378ff93c07f81f2,2011-08-04T22:12:32.697Z,8283783,6949002,0,91
614ca7946378ff93c07f81f3,2011-08-09T22:29:38.370Z,8361820,7003676,0,91
614ca7946378ff93c07f81f4,2011-08-10T20:33:54.563Z,8380418,7017294,0,91
614ca7946378ff93c07f81f5,2011-08-11T01:00:04.443Z,8383929,7019669,0,91
614ca7946378ff93c07f81f6,2011-08-11T01:06:20.490Z,8383979,7019669,0,91
614ca7946378ff93c07f81f7,2011-08-12T21:00:13.757Z,8422173,7046216,0,91
614ca7946378ff93c07f81f8,2011-08-12T21:05:21.287Z,8422262,7046216,0,91
614ca7946378ff93c07f81f9,2011-08-16T04:12:28.620Z,8464133,7067453,0,91
614ca7946378ff93c07f81fa,2011-08-17T19:37:30.897Z,8500183,7097957,0,91
614ca7946378ff93c07f81fb,2011-08-19T21:53:50.793Z,8543528,7127805,0,91
614ca7946378ff93c07f81fc,2011-08-24T00:18:40.130Z,8604356,7168868,0,91
614ca7946378ff93c07f81fd,2011-08-30T19:17:55.250Z,8719300,7248051,0,91
614ca7946378ff93c07f81fe,2011-08-30T20:01:34.823Z,8720022,7248557,0,91
614ca7946378ff93c07f81ff,2011-05-24T22:19:45.590Z,7096636,6117076,1,91
614ca7946378ff93c07f8200,2011-05-31T03:36:15.763Z,7190488,6182737,1,91
614ca7946378ff93c07f8201,2011-06-02T22:05:32.573Z,7245550,6220338,1,91
614ca7946378ff93c07f8202,2011-06-03T22:43:55.133Z,7263662,6233329,1,91
614ca7946378ff93c07f8203,2011-06-09T09:53:43.870Z,7346415,6290058,1,91
614ca7946378ff93c07f8204,2011-06-16T01:09:50.760Z,7454338,6366091,1,91
614ca7946378ff93c07f8205,2011-06-20T07:00:52.227Z,7514187,6407794,1,91
614ca7946378ff93c07f8206,2011-06-28T01:03:44.807Z,7646647,6500466,1,91
614ca7946378ff93c07f8207,2011-07-01T18:49:25.497Z,7720028,6552028,1,91
614ca7946378ff93c07f8208,2011-07-05T20:58:18.033Z,7772019,6586001,1,91
614ca7946378ff93c07f8209,2011-07-10T07:10:38.257Z,7844193,6639739,1,91
614ca7946378ff93c07f820a,2011-07-28T01:03:49.423Z,8149109,6852970,1,91
614ca7946378ff93c07f820b,2011-08-06T10:05:04.267Z,8307276,6965913,1,91
614ca7946378ff93c07f820c,2011-08-29T16:46:52.917Z,8697496,7214616,1,91
614ca7946378ff93c07f820d,2011-05-27T03:33:09.957Z,7138784,6147528,2,91
614ca7946378ff93c07f820e,2011-06-03T22:56:26.287Z,7263764,6233329,2,91
614ca7946378ff93c07f820f,2011-07-18T17:22:03.757Z,7982658,6727708,3,91
614ca7946378ff93c07f8210,2011-07-24T02:42:00.387Z,8079418,6804603,3,91
614ca7946378ff93c07f8211,2011-09-05T13:42:58.667Z,8808740,7308936,3,91
614ca7946378ff93c07f8212,2011-07-11T22:27:04.387Z,7869401,6657367,4,91
614ca7946378ff93c07f8213,2011-10-29T06:13:47.633Z,9698198,398564,52,91
614ca7946378ff93c07f8214,2011-10-31T01:38:56.207Z,9716156,2541042,5,91
